Delta G of Unfolding
2787.1145
8547.099
-2078.807
2707.9805
11876.3935
-1187.757
10667.4465
12079.9875
15107.564
8590.2905
15444.204
9890.8995
12623.59
719.4685
7168.0815
-206.2425
2619.805
8937.637
13024.5725
10521.4645
2165.7065
4542.89
6932.2665
9016.2475
11865.6965
12455.582
7979.679
9347.079
13479.9545
10496.3265
9785.027
12945.374
4885.0955
8222.245
2440.545
6353.855
8908.202
9033.2225
9906.801
9244.664
3667.6585
11279.58
5806.903
1327.31
4319.4895
6630.4145
6269.5625
8870.095
18201.1225
12129.9875
7149.1725
11764.165
14825.7225
2490.5625
-62.514
208.3955
5095.146
12412.321
9810.749
11931.575
-1030.0145
7850.8175
10623.0595
5440.5725
21934.4655
5745.18
14259.186
5796.1285
7389.5445
3106.368
12661.3185
11067.825
6115.9
2619.0705
2962.834
9221.621
5103.8985
12220.3375
13686.3525
9535.295
7690.0795
10714.138
6723.951
5266.273
12625.06
7125.4625
12586.8325
6508.631
7978.7855
6619.0495
6609.775
10232.2045
6231.5345
10078.5035
2796.593
634.8485
8035.094
8340.0005
2432.348
5065.721
10251.307
5432.3525
10067.897
-2410.7285
16681.0065
2581.697
4569.441
12268.099
3265.0025
2581.0425
13605.7685
-1518.306
14117.614
11579.8035
7369.1475
6719.2715
4338.69
5380.114
3868.5055
10712.949
8016.518
11086.9175
10010.0625
12518.5105
7952.6535
7852.5375
3550.7905
18191.0075
9414.687
10771.644
-418.5875
1852.0095
14272.0985
9081.221
-2402.851
9427.7445
2799.3105
13946.3455
10560.151
3362.6905
6574.9155
-422.6575
3891.2435
2950.7115
9230.3115
10135.5075
10401.8835
7673.481
5121.951
7985.6175
4423.0345
8716.9025
3347.954
9362.6145
4331.9505
4657.726
2034.023
13123.979
6523.9355
9464.638
7327.244
11318.496
14207.3075
6395.3895
8490.4695
14392.1115
4002.3625
11516.2375
7267.026
8611.155
6614.0745
10247.551
8086.339
13647.686
10166.9945
10598.1175
15661.2525
4141.8575
8550.5425
14979.163
11213.9885
9289.831
13861.261
4156.517
1488.265
3448.417
11098.671
10102.295
15563.702
5822.315
11408.912
9186.6105
2712.2445
14481.6875
5243.531
7139.1595
6471.179
3580.644
11166.546
10251.469
5827.5235
11283.567
6521.2665
6609.018
6907.6845
7505.351
4595.897
2532.21
8901.571
16225.6695
5270.205
2761.9775
10415.9365
12063.7105
3227.676
5704.46
2774.0445
2014.358
9305.0645
9629.6865
6271.81
6986.026
7291.112
11657.7335
13496.397
6493.9485
15559.542
5165.09
8400.2645
84.6695
18432.3095
13813.0395
5406.1925
6907.928
11397.052
11455.965
1967.1695
6406.039
1179.9915
1507.3315
12365.724
581.764
-20.76
1191.05
5276.6715
7039.996
5809.1675
9218.162
6870.934
10714.327
10424.089
13690.297
8541.819
3253.647
11792.38
7470.8305
2438.8775
7825.5015
9147.977
12360.4895
16118.264
11722.192
-5202.4095
9748.877
12729.338
4627.8765
6085.104
10830.006
8570.6095
5043.547
5608.5715
-125.4985
1860.479
14760.0725
9503.7065
5469.475
9657.3645
8164.911
7084.866
1437.679
4730.032
7664.3225
7973.7735
9507.079
4883.7865
14557.501
4646.736
6004.0875
12450.524
16238.105
4558.5865
14259.7825
7083.2675
2793.7705
5316.7245
6562.906
11314.9765
9774.9135
10564.286
3207.6955
13700.3925
3268.344
8768.6625
6732.956
10978.3615
-376.591
15377.9195
11148.0445
3225.834
4055.8585
7944.815
7140.0975
10403.355
3263.052
9948.1005
5448.0355
5102.1415
14581.3245
6908.982
2560.518
11472.1475
5135.3225
10752.5345
5350.238
9237.9065
9059.173
11519.0755
11657.888
2407.2135
8239.7825
4088.8615
4095.8085
10121.1175
8491.8385
15177.323
9849.173
4288.0295
9510.6025
11831.931
10098.344
10885.3195
2410.921
7084.8105
13550.0225
6533.223
12050.494
6011.3485
9517.4445
10504.0045
10573.831
11808.076
8248.356
4685.4285
8739.08
12932.7325
3639.9855
10065.0885
7965.665
10413.3605
9485.6725
7961.4335
4531.763
12331.228
4046.1685
9398.9565
8669.669
4418.3615
12396.6445
11484.359
10865.1485
10079.781
1598.47
9737.326
16026.801
17727.088
4858.6265
3361.0085
5072.045
11783.279
10598.214
6986.3005
12545.3125
1500.8135
3474.743
4748.503
6097.4535
-3492.7105
1209.736
6224.885
10588.5535
4669.29
5413.243
9619.322
8069.8055
6520.5035
15184.9125
8731.337
-9.0675
10035.608
6999.7265
1867.8275
2134.644
5837.4945
14783.5355
9190.577
3720.2225
12177.9425
11486.4395
10994.7045
11662.358
11161.839
13425.46
6201.9835
10493.775
7629.6
20783.7295
5054.668
10809.692
9106.1495
20389.439
1043.826
3920.267
6734.303
8759.774
1086.4425
5534.708
10820.4095
6425.0685
7764.27
12523.4265
11322.913
5170.4595
9779.4785
12220.745
1367.948
10733.5485
9073.355
5631.774
8927.118
3596.4105
12040.804
3034.9135
6481.7485
9626.811
11790.9325
7535.483
13241.2815
5842.131
11015.1675
3435.7035
7053.1065
10757.383
13120.383
12847.1995
9446.8385
8472.817
11635.76
4953.769
11366.398
8702.5965
6040.782
4556.3605
1306.5455
6782.59
10417.3215
4999.7375
9326.875
6320.558
13661.7875
18361.032
4582.639
10931.278
8910.078
17624.1425
10278.2235
8337.3415
3350.928
11490.881
13237.8135
8065.0515
8402.2445
4913.5025
1085.1385
8133.8825
10168.8285
9245.255
10016.665
7246.1685
3591.0945
9878.341
8346.8785
12983.8815
14141.1965
4230.2095
3759.9285
6078.8045
6931.496
2397.33
9376.9555
3785.629
6673.1295
4393.1785
4849.2715
9251.8
2997.1965
-1328.5775
-1767.68
7526.081
5793.5695
5363.7445
6981.2165
4613.534
1370.8875
2135.282
9788.2835
8181.205
1790.271
8070.4005
5691.9465
3606.689
601.757
8124.971
8807.5595
-1387.3085
5758.922
10105.2665
14477.32
8181.2095
6405.9435
7922.473
8390.3915
10515.526
3884.5305
2172.216
5054.06
7536.517
8028.2035
7255.691
14155.284
11739.4915
8804.0375
14989.288
9499.856
8966.781
1363.5525
7207.663
11729.0885
9006.0335
9665.6005
-556.4375
7997.1935
14589.314
10273.4205
13745.885
11246.6845
7051.588
10165.9305
6209.055
4991.8995
7401.046
12315.6585
15808.32
12356.173
4232.851
8955.496
4647.538
11220.2885
5981.6195
3736.9885
11058.4975
17521.808
3938.982
7799.5585
3474.72
6775.0695
8937.9465
3793.663
5805.014
9058.6605
12080.86
3395.559
7821.7885
6480.4665
12107.9455
10351.813
14079.592
7266.736
8446.3205
6127.881
7666.577
1648.4845
7517.554
13162.4075
11214.069
11775.427
6684.1365
1304.631
7835.527
11033.0205
275.3895
11649.907
8733.672
19097.894
-260.1475
7194.4145
12297.4925
11588.387
10469.233
9426.1855
7742.737
1212.8955
2872.372
-743.2225
4179.319
7221.2035
3705.156
8870.3015
5282.0595
14098.6285
512.5285
5787.855
6825.3355
8565.3985
13624.941
5495.2845
10544.462
6826.306
13678.512
6404.39
16740.11
4300.8995
3578.734
1349.303
7095.1085
7639.015
5996.1725
7104.33
8442.163
-33.1175
4183.2815
12016.2
10738.6785
7595.2435
9699.1285
9194.9605
10581.565
7550.9995
5127.5275
8642.6395
9362.21
3409.8695
8785.0715
8794.459
5874.82
9636.775
3264.284
4985.1975
2794.437
8433.5755
4991.978
9419.4585
10692.9575
12558.721
8090.5665
4275.7005
11694.1375
10932.6855
6889.672
107.4015
263.4835
12080.237
3700.3845
11899.5845
8795.2905
15073.025
13821.8575
3652.1955
10158.4845
9426.6935
5291.4185
11597.5225
2076.6485
-905.982
2686.7365
5594.449
4736.9885
11012.4655
5571.2105
6765.7885
8398.5275
382.89
14599.661
7481.6785
8542.4585
13668.3945
2996.8995
10562.206
7383.703
5635.682
14664.069
10433.5055
15944.4335
12960.3535
3817.188
7178.364
9191.9535
9044.9685
-534.1145
3462.368
11170.135
15765.0385
7417.478
10294.8795
7241.149
7448.446
146.802
5601.0685
17054.514
2394.2105
11139.5855
5415.238
9752.0155
6914.658
5955.1685
10122.275
12575.583
2816.392
4305.3235
12384.8665
5632.503
4509.501
6408.678
10318.5235
12783.934
9201.488
5746.3355
12621.9195
6463.256
8029.927
15177.9575
12302.315
-1691.978
14794.3975
5195.0985
1506.7415
16495.3715
8093.3445
8161.9535
6541.3185
10098.905
8661.856
6841.6095
6687.661
14108.6525
4089.725
4700.772
6975.0985
6593.072
7121.713
8269.5905
9230.634
14706.949
11549.9555
13597.7135
8921.304
13044.621
5785.5545
6467.73
9360.653
11067.616
8115.8445
15660.214
4357.04
688.7335
12862.2875
17569.2955
-444.73
8692.883
7937.498
7080.2785
13835.391
6219.92
13557.9915
222.9615
10103.698
1564.9795
5077.0245
2750.491
8922.1975
16351.188
6327.528
4797.901
4088.52
8505.7385
10855.354
3788.236
5409.537
6180.967
4983.8795
11315.9045
2653.3485
15891.188
5333.2905
7961.211
-238.414
12274.3315
6077.39
4647.8245
10401.7315
488.5
8051.3015
3036.9795
11130.104
7632.942
12028.687
6618.496
5666.801
5684.166
11885.1935
13500.1855
577.955
6705.107
15364.1765
15866.9765
9656.8365
3724.11
19265.7725
6740.7505
11026.811
5371.066
4020.5855
3585.7205
7394.2295
9042.4315
8638.7785
7327.6035
6000.4195
12367.124
10763.4495
1832.725
7772.1285
14305.0085
7755.88
13321.327
9678.324
6169.3405
2424.3565
3133.276
8138.853
5160.045
-578.461
13099.222
10208.109
4717.8725
4203.776
-6161.426
-54.585
2698.5345
5686.567
4151.096
10493.8565
12409.817
4925.17
4583.2055
817.0175
9753.5155
5952.1785
10493.4765
8693.0245
3439.649
129.4325
8629.6535
200.32
3824.575
8078.182
2776.078
2198.988
-92.5985
13264.4695
11585.6965
21049.915
14433.5685
9897.2525
12740.4725
9320.0445
1410.1695
8781.1895
4814.399
9015.107
10455.992
8571.951
6006.121
14865.6265
9669.8285
8847.0865
8673.4855
6028.054
7987.3385
10857.785
-252.8265
5205.811
534.208
4486.163
1530.5445
8306.8855
-2692.514
11658.3295
6527.813
4316.395
9897.769
3252.002
6578.1855
12124.855
8943.491
10078.6295
9110.072
13276.259
5051.0545
8247.9865
7837.023
3334.8505
808.8485
-3764.38
9065.07
7146.385
8595.3915
1325.4955
10807.3935
8512.381
7995.477
10647.4135
10200.8855
5623.792
12759.909
7842.341
7471.3265
4971.3915
12343.675
9469.1875
4048.216
11607.6575
9220.5555
9198.07
5786.303
11740.55
3978.0055
6645.3165
16751.066
6725.467
11948.644
4374.2625
7565.391
11334.3845
2879.527
8950.7615
3921.532
7388.2305
8977.138
14122.252
6500.0665
17991.1885
4838.734
7903.6485
7600.104
4268.922
18570.212
17754.931
10140.4265
5488.4715
12918.5045
11038.338
9294.1705
5131.5775
13605.486
6884.1235
10349.549
12187.944
5573.4575
5614.457
13369.434
3638.116
5063.468
13093.9975
2022.223
10567.382
6459.3895
12833.8885
13364.4335
10733.2675
7952.0915
3952.7005
12080.2285
4667.2855
6982.13
12104.0245
10239.741
1783.264
22579.0645
12413.7365
11298.0055
16421.5925
14727.498
9090.832
9336.398
6433.326
14342.8805
5706.8105
2604.122
2777.168
13497.5625
3464.0375
13421.1365
6440.2515
5272.8285
14376.861
6077.6885
5301.7785
6692.957
10749.113
9005.453
7550.4135
14468.1865
7854.954
9414.1535
10787.762
10693.7235
9332.853
9739.516
12789.4455
2355.0625
-1439.693
2967.6315
14203.761
17355.5655
4096.148
5619.8855
3993.0605
4006.871
9187.9195
11497.888
17874.7305
13970.5555
10085.9405
9300.1195
7871.5275
8708.2305
6502.408
13732.4545
9578.939
5733.0015
139.0405
7806.223
13076.685
9407.181
2833.1035
4836.7105
-561.405
7105.334
4926.61
7786.2875
7730.035
7815.4125
4373.009
9087.4305
10633.0465
9030.227
5414.7415
8745.8645
5207.505
-2715.5575
3212.95
10408.1975
13199.652
7833.2655
2868.166
7571.2335
4737.116
8176.0265
1920.0935
10648.826
17840.064
853.323
6129.1615
9482.8085
8833.25
2010.6915
5737.826
6980.964
5724.185
8346.775
8500.1085
10378.8795
7940.122
8070.4105
6638.5245
6046.7235
14569.8945
9302.087
4875.5445
3981.6825
6778.4645
1701.034
1630.2195
4010.1405
8283.5985
5933.5955
6389.148
7672.6665
1211.592
7739.1745
-337.8515
3288.8815
2515.4795
7801.8675
12557.071
8551.654
9051.06
9322.4215
-739.554
18461.208
6303.693
8405.7825
9038.467
7959.167
7205.884
13060.632
6013.736
2244.033
10979.5485
8097.9255
3696.1615
6755.473
6465.5275
7352.663
12393.3345
3795.622
12295.899
8959.9645
3644.7675
8428.5765
11676.477
-1955.1605
12686.916
14592.2965
7338.555
7014.6055
1517.3655
774.3325
7375.1345
10929.1255
16174.2115
5151.1415
15899.2435
17263.775
8813.16
7312.282
11387.324
4796.517
16401.9425
7015.745
6643.388
9872.4685
9673.666
15535.972
15769.2695
5666.4245
7163.571
10100.5195
8128.529
4360.274
11736.4155
14686.437
5700.2385
7331.503
7148.1865
6491.2725
8844.816
10719.509
10139.732
9609.447
6504.0105
8258.2505
13117.269
7084.34
15794.299
5567.046
14464.231
5443.6645
4332.519
12417.544
11690.629
6812.5355
10789.5585
2514.437
9927.1105
4297.304
6980.0995
7607.5195
7732.239
10461.8365
3805.6975
6451.895
11315.159
4678.579
5421.5175
4509.6345
13589.836
8915.682
18644.495
-1139.594
9762.272
8775.1615
5822.5815
12961.3485
4360.799
8705.3205
5931.397
13376.833
7339.447
14116.563
13680.2055
2726.5265
5948.952
13376.2015
7978.599
-589.8065
13609.8315
10264.713
8696.4685
12126.13
13700.104
12678.8835
9264.521
9121.3825
17388.71
13228.321
4744.406
13983.55
9692.492
8110.842
6480.954
6617.912
4363.901
18649.0625
6143.1205
4704.0745
9296.9485
7120.7245
18329.7325
7062.19
9758.2765
12188.0025
-2111.275
9468.823
10501.638
11910.3305
10101.512
6013.605
4784.9605
14891.023
3203.8435
18682.579
5243.9955
3930.64
14042.496
10933.7375
6591.764
6773.8535
8806.67
8476.626
10100.637
6077.0375
5774.496
10439.5415
1615.672
8738.351
2488.691
9662.917
5934.2965
7646.465
10399.7765
9656.917
13605.001
15711.178
9617.052
9485.0295
6757.73
13343.5285
4970.0185
4706.4665
18687.339
11622.833
6602.064
10228.52
8551.4775
4076.9775
6663.8505
8439.216
11289.715
8747.3345
7382.6845
9436.4195
10495.2005
3701.4485
5321.308
11266.2345
7392.8515
2696.1555
15529.6175
2328.962
13023.8125
3605.3765
17726.963
13583.1755
11959.434
2319.1715
4770.6055
4810.4275
9344.419
15390.4435
7764.668
10323.1325
12780.0205
17039.0495
5736.4495
4556.3305
7694.73
2354.4645
10653.861
7734.7015
7123.204
1318.621
6154.842
5081.814
3534.4095
5283.623
10971.9265
3898.744
-852.9415
4075.77
9805.4545
8022.7635
5377.766
501.7885
7950.1685
8263.4395
9923.9525
8331.902
10717.217
3853.0405
2880.425
10160.35
8028.053
5886.639
6889.7165
8562.4025
9782.5545
6612.173
4988.4085
15110.0665
9225.6665
10354.3785
11194.561
1009.078
11304.2
11214.531
11591.938
10637.881
18112.1505
10291.7875
7381.0115
3892.649
5409.6085
8172.0745
11317.3815
7853.9595
12776.817
12248.314
12379.5645
11840.9125
8636.487
5251.9415
1950.0445
5276.9095
9717.874
1505.8885
5989.3165
5329.63
7036.828
5734.016
12277.518
10165.1475
6848.212
10020.0995
5339.3045
5875.2175
10004.165
6586.957
12786.4555
3028.7395
9180.8405
5677.8275
12579.375
-1173.8805
13521.623
10490.663
5629.1325
7085.033
9910.5095
7234.731
6732.687
9847.0675
6387.313
-2728.837
1886.0665
9347.727
16758.5425
14145.2755
4776.6
7057.294
5756.8095
8414.5145
6244.417
12701.0635
1887.2655
13114.8235
6707.2625
13908.072
14051.792
11769.9615
6018.0195
6823.224
12147.0675
11571.7145
8223.676
7503.0725
4480.9195
3955.6635
13476.286
11146.269
7398.9935
3827.4015
12095.863
7907.7145
9690.522
11688.7285
7522.1545
7376.6815
14076.9835
4119.365
6600.891
4964.023
10337.4365
3487.344
10436.0435
1573.412
2788.7225
5287.4205
11225.7545
10758.4345
1868.2635
5938.1285
147.2005
12712.2935
1852.6335
6029.328
3832.9175
7495.88
6793.864
2469.9775
9597.032
8472.354
8680.3505
1343.093
9244.67
7315.09
10412.091
9705.878
7693.759
6062.5345
13372.4385
3968.119
3242.312
12269.2995
4190.9455
9676.837
6291.9045
8455.345
9367.25
4724.0145
9903.824
5926.702
7473.6245
7195.5215
7663.5485
7995.0585
13076.1475
11251.9325
8726.7365
14047.514
8659.838
13066.3265
5549.0795
5390.168
11431.231
6692.0465
3461.0885
15118.2125
5742.6905
8878.7875
5901.106
14927.4465
3156.631
11633.19
10301.0245
8288.559
5253.5365
6177.3425
4385.4025
11315.417
-1120.496
3442.173
5191.6325
9984.8765
11641.5965
17384.1205
-1590.9635
10967.0015
2521.8025
6292.638
9850.0935
7971.5535
5307.519
4025.757
10772.275
7793.5555
3711.0285
3477.1335
10897.3645
8565.816
7829.06
2808.7265
5697.2035
14974.115
11874.0365
1708.8155
8279.606
5011.668
3897.377
6965.7525
6059.0135
6447.661
5086.3475
12460.3875
4039.4825
11056.9545
7583.821
6608.0015
5954.9955
19033.2695
5939.21
181.9145
6135.8515
13591.0565
2804.433
9175.413
11822.0645
11458.938
3624.3985
-126.2045
12443.92
7209.8195
10265.0955
278.527
13522.46
7185.665
8075.962
6423.994
2203.2595
5824.2165
14197.2255
9596.7635
9887.6175
12614.7615
11503.678
11194.1205
11583.2315
3441.8745
12986.8055
1096.775
2164.575
7436.8265
20762.8905
16662.1375
9775.218
11950.742
-79.002
8988.0905
5370.339
17673.5615
9168.9165
12328.723
7977.9735
12558.7155
-1873.9755
3717.427
14694.66
11795.87
7193.1685
1630.5305
11165.1275
3250.756
10227.5055
5293.158
-567.539
9006.161
6997.1105
3866.5545
8627.0245
1251.093
6416.8995
11966.599
9318.869
7697.8365
10469.9605
7656.6145
200.2785
7091.8055
5980.806
3896.702
7398.6205
5492.8715
9163.62
7776.7595
5443.0865
3857.773
5567.4515
1253.7685
9439.2045
16988.1565
12509.1805
5301.9165
13880.765
13927.5755
10113.138
7926.108
10543.521
7097.7115
10774.1635
10140.0835
10192.242
4175.1115
4103.819
8353.2775
14747.8355
11419.1545
18497.6075
5751.073
15517.316
2940.254
7395.007
8039.332
13186.477
3588.5125
14335.139
8786.718
8672.566
9014.7115
5020.1105
4207.34
8400.118
16310.1715
8843.481
3809.1785
12778.066
12375.459
4238.9495
13893.2235
-750.314
10086.1555
4790.776
484.6225
5192.0795
4152.533
3472.3105
13089.4325
5487.558
9473.5785
8801.9765
10386.9115
12213.3045
10414.145
9552.0255
1500.7805
4507.858
-4162.054
4142.4885
6620.22
4089.8175
4755.164
6568.6735
7383.911
11838.905
9909.2705
3592.663
9194.364
8371.1595
6117.525
8552.646
9406.2085
5818.932
10271.955
7686.386
7468.3915
6908.9965
11926.049
8050.862
7920.917
9114.0285
6892.2635
6631.6
11820.9645
2898.199
9025.0585
10662.9575
5904.995
14972.4285
15828.6755
5735.1245
10057.7875
8731.8905
6942.045
12527.2285
8951.2255
4526.221
8497.379
-327.8335
15196.592
9321.866
3018.6195
9233.9755
1984.268
8785.6405
3446.338
13161.3185
12064.079
7240.32
17052.075
10238.3445
4613.4035
4631.9235
13374.829
9908.8225
4163.3345
7394.2295
8328.017
12239.0525
11467.5925
10261.4645
3243.045
9572.926
8652.9175
10388.614
9942.6645
6410.8735
10488.089
11169.3695
9096.2705
9989.0845
9163.0965
11318.446
9922.562
6626.9385
9540.8265
8879.3195
9249.969
6289.4855
15379.5745
18707.276
11171.384
5985.7555
7236.5195
9831.1695
9278.1535
8010.6945
8920.1785
9283.87
16963.636
2363.826
11220.267
10750.65
10793.874
5447.6285
7756.838
7491.8535
4939.94
4366.504
18796.12
6635.9085
7224.4275
5204.8835
12112.139
8157.2955
10898.5305
8263.55
15276.589
17868.072
6539.497
4204.6605
15513.788
15301.895
-2397.472
20144.1895
8960.184
8855.989
8582.8485
4524.5035
6210.2925
6657.161
10370.4905
5947.571
9112.996
5584.8775
1119.0085
2650.0475
6606.669
3159.996
5228.6795
18800.114
9333.891
3452.834
2484.3455
5296.001
10813.329
14468.396
7320.723
12900.0125
5060.841
8435.755
13065.1275
9739.1315
8189.524
9505.519
22671.586
9592.004
10143.1355
9351.423
14180.094
4067.02
10848.7485
10156.2255
10714.1625
7856.8365
8774.3255
9474.2155
-852.5585
8543.66
4205.982
5947.78
9103.477
6710.305
5363.8005
10923.497
7028.1875
4002.1425
11849.7795
5784.7275
10182.179
13543.576
13972.681
7392.434
2870.284
13566.071
3467.462
12609.116
14621.244
7863.5355
706.97
3840.7705
13889.847
621.2965
18511.241
7949.593
6772.0265
8836.755
10804.8275
11866.4555
2142.6805
5624.8515
12648.0805
15903.755
6370.3015
4406.5695
8638.6755
8917.841
11922.5835
5371.998
1325.5
3311.1015
16171.829
14350.822
4819.6665
1601.5835
1234.843
12441.1235
14047.5555
4526.2115
9135.9435
11160.296
15627.116
9811.337
-2960.1825
12172.7955
2784.635
5977.6755
6989.7505
2216.6475
14390.6
7298.5375
6059.332
8496.3205
10677.258
17331.967
9502.6295
4120.3685
4360.1595
8829.8755
7898.413
5547.29
9240.5525
8032.0725
6221.981
6468.0645
7083.9055
9495.9685
10783.676
11712.7955
3069.986
4785.867
6965.0035
9478.843
13651.5065
7763.702
6848.1485
17101.598
7383.4435
8637.8725
1151.533
5359.1055
12357.9085
10824.9885
1224.5835
6756.969
3778.4555
16780.752
10403.63
7336.967
12607.276
8105.0125
11983.299
3404.893
12060.5945
10047.6975
11011.578
10439.4295
6497.6195
5017.218
8129.0035
10851.922
2508.5845
6166.5385
1183.832
6394.598
6948.166
6638.2345
2805.7815
5327.6325
5200.3015
5465.712
5588.3425
11227.805
8505.4055
18594.481
12451.383
6290.7545
14352.3925
9201.717
7371.416
15525.786
4152.2145
4791.929
632.905
8431.8875
9167.237
4558.2795
6001.553
3292.116
9953.4035
11547.0175
3482.1025
3220.6825
12657.987
9197.686
8666.4665
-1776.6745
10002.869
10027.677
4754.952
17111.6195
995.5545
5087.016
2897.1275
13454.898
9379.9835
9695.4455
8612.769
-474.751
9494.9125
17714.7735
7336.1885
8716.7395
7935.229
8919.5845
663.002
468.8525
8909.342
6088.218
9870.2845
6433.4905
4695.8415
9093.4965
1432.5295
14423.986
12421.73
5775.377
6210.184
9755.4325
11644.5925
16576.2635
12823.3565
7195.7555
3061.338
5880.657
11016.1585
6270.2685
7027.164
1761.463
9919.179
-3841.2995
9208.8965
9435.2875
8885.794
5982.3665
10307.798
3918.561
6170.716
11072.3325
14132.509
7802.282
8888.083
674.2335
3715.0725
7225.2405
19070.1615
11623.4465
16616.423
18617.9885
1456.197
15441.025
12045.526
8500.2985
8081.7355
6825.11
6091.4355
678.1975
5597.836
2317.776
5349.883
7867.1795
9673.9125
9592.423
11507.7315
8734.177
11333.66
11071.245
12391.535
16511.676
13543.4265
6652.959
8975.8455
5958.2375
5000.4995
6840.4965
10741.459
7336.772
7600.9625
6887.8705
6797.766
12805.9275
12445.189
12494.808
8320.551
10488.506
4135.59
4090.448
10649.639
8598.678
4345.622
7115.694
10863.537
6687.0775
7863.9015
5363.6285
8197.7415
7326.5115
8172.5485
5086.956
5047.2095
10603.676
-152.059
2158.7625
11413.583
4604.558
11767.6315
15618.149
3616.2245
5549.9875
10772.721
1048.662
9563.488
15567.385
18474.425
4813.571
7543.815
17978.0215
4938.1575
7224.3425
8485.4555
6108.305
8366.2515
2491.109
11735.6065
13808.981
8287.994
10934.3515
8309.738
-1228.412
2462.599
10043.6845
15184.8555
14151.541
8090.6315
4405.51
5563.7275
4610.8155
10131.9465
7463.623
4053.766
-333.7125
8879.9305
7261.3515
10914.3815
2393.657
2025.097
7569.55
14858.333
2967.825
11242.328
17671.429
13074.075
7184.1665
9654.5995
9512.771
783.2595
7156.6945
6720.2025
8095.0875
7006.8515
9340.822
3147.3455
8798.397
2927.2455
11100.6845
6097.842
10166.709
10481.9765
10244.5235
10753.9285
4417.473
10515.9635
13298.096
16345.5995
7601.8335
2960.5035
9538.2825
12435.1775
7915.6695
2908.8655
16284.63
2990.918
8716.1585
2197.334
9694.0175
10918.6755
15821.2585
11332.2175
8052.8155
8807.356
5190.3285
6875.225
1911.474
10515.8185
859.951
1727.142
9478.291
7315.1055
14443.494
8107.3215
7706.62
8753.756
5155.7095
13453.293
1593.1865
1815.989
14208.839
6647.376
9912.995
6917.621
6209.5515
9329.096
3929.9985
7209.4825
15461.852
2657.4865
6586.706
11735.2775
6853.382
6303.8095
20220.732
7686.89
6519.9175
14748.076
13383.359
2568.401
5536.9245
17874.8395
9372.569
11523.392
3069.051
-28.682
15841.4055
7158.2805
13229.1085
7105.982
2182.029
6944.284
8241.664
11590.0095
1484.437
5071.166
8025.9535
6898.058
8706.948
10634.677
-3869.062
7824.1175
13546.246
4331.35
5473.9025
9894.924
7554.684
5909.881
13988.264
6811.883
4031.8385
7790.1825
3451.6305
5805.335
1631.4875
14813.97
2881.8375
5800.9395
13178.9205
4894.72
9662.1785
9658.677
7935.3495
13611.214
11282.447
3418.9405
10431.2565
5974.336
8805.027
4243.415
1713.039
13810.52
8003.058
3201.2695
11278.942
13278.958
2436.034
11255.173
7119.503
-1027.013
11406.573
11244.0345
5165.4885
7870.0865
5712.0485
6191.3815
5730.138
12684.706
8547.208
10813.313
14252.3465
10672.5615
8279.0625
11973.504
14141.347
7701.912
10216.171
3471.011
14357.547
9931.251
4068.496
3498.3785
8385.1185
7706.686
20982.175
9561.3385
3856.6995
2610.7375
4909.606
3578.9905
3655.748
8097.97
8106.345
4314.4315
13877.1715
7301.1605
9617.769
9945.566
7085.9245
1224.4745
